source,record_id,title,year,venue,doi,cited_by_count,query_seed,relevance_note
Crossref,https://doi.org/10.1017/9781009579346.030,Task and Motion Planning,2025,"Acting, Planning, and Learning",10.1017/9781009579346.030,0,task motion planning manipulation constraints,broad robotics neighbor
Crossref,https://doi.org/10.1142/9789811290695_0006,Undirected Graphical Models,2025,Latent Structure and Causality,10.1142/9789811290695_0006,0,robot manipulation latent state inference,broad robotics neighbor
Crossref,https://doi.org/10.1016/j.array.2025.100549,Volatility-aware multimodal sleep modeling with latent State inference and Pareto-optimized sensor fusion,2025,Array,10.1016/j.array.2025.100549,0,robot manipulation latent state inference,broad robotics neighbor
arXiv,http://arxiv.org/abs/2509.18676v1,3D Flow Diffusion Policy: Visuomotor Policy Learning via Generating Flow in 3D Space,2025,arXiv,,,"all:""contact-rich manipulation"" AND all:""reasoning""",support;contact;manipulation
arXiv,http://arxiv.org/abs/2509.00317v1,A Framework for Task and Motion Planning based on Expanding AND/OR Graphs,2025,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint
arXiv,http://arxiv.org/abs/2503.07700v1,A Task and Motion Planning Framework Using Iteratively Deepened AND/OR Graph Networks,2025,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",broad robotics neighbor
arXiv,http://arxiv.org/abs/2508.06266v2,ADPro: a Test-time Adaptive Diffusion Policy via Manifold-constrained Denoising and Task-aware Initialization for Robotic Manipulation,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2511.11052v2,AdaptPNP: Integrating Prehensile and Non-Prehensile Skills for Adaptive Robotic Manipulation,2025,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2506.16555v1,An Optimization-Augmented Control Framework for Single and Coordinated Multi-Arm Robotic Manipulation,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;contact;manipulation
arXiv,http://arxiv.org/abs/2511.09958v1,Audio-VLA: Adding Contact Audio Perception to Vision-Language-Action Model for Robotic Manipulation,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;contact;manipulation
arXiv,http://arxiv.org/abs/2505.06856v1,Beyond Patterns: Harnessing Causal Logic for Autonomous Driving Trajectory Prediction,2025,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",causal
arXiv,http://arxiv.org/abs/2511.22555v1,Beyond Success: Refining Elegant Robot Manipulation from Mixed-Quality Data via Just-in-Time Intervention,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2504.17901v2,Beyond Task and Motion Planning: Hierarchical Robot Planning with General-Purpose Skills,2025,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",broad robotics neighbor
arXiv,http://arxiv.org/abs/2503.02748v1,Bridging VLM and KMP: Enabling Fine-grained robotic manipulation via Semantic Keypoints Representation,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",support;constraint;manipulation
arXiv,http://arxiv.org/abs/2505.19860v1,Causal Bayesian Networks for Data-driven Safety Analysis of Complex Systems,2025,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",support;causal
arXiv,http://arxiv.org/abs/2504.11901v5,Causality-enhanced Decision-Making for Autonomous Mobile Robots in Dynamic Environments,2025,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",support;causal
arXiv,http://arxiv.org/abs/2508.07323v1,Collision-Free Trajectory Planning and control of Robotic Manipulator using Energy-Based Artificial Potential Field (E-APF),2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation;physical
arXiv,http://arxiv.org/abs/2512.10481v2,Contact SLAM: An Active Tactile Exploration Policy Based on Physical Reasoning Utilized in Robotic Fine Blind Manipulation Tasks,2025,arXiv,,,"all:""contact-rich manipulation"" AND all:""reasoning""",contact;tactile;assembly;manipulation;physical
arXiv,http://arxiv.org/abs/2505.14819v1,DORA: Object Affordance-Guided Reinforcement Learning for Dexterous Robotic Manipulation,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2512.18028v1,Embodied4C: Measuring What Matters for Embodied Vision-Language Navigation,2025,arXiv,,,"all:""robot manipulation"" AND all:""physical reasoning""",constraint;physical
arXiv,http://arxiv.org/abs/2505.11716v2,Employing Laban Shape for Generating Emotionally and Functionally Expressive Trajectories in Robotic Manipulators,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint
arXiv,http://arxiv.org/abs/2508.12038v1,Fully Spiking Actor-Critic Neural Network for Robotic Manipulation,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation;physical
arXiv,http://arxiv.org/abs/2503.14557v1,Generating Causal Explanations of Vehicular Agent Behavioural Interactions with Learnt Reward Profiles,2025,arXiv,10.1109/ICRA55743.2025.11127745,,"all:""causal reasoning"" AND all:""robotics""",causal
arXiv,http://arxiv.org/abs/2501.09783v1,GeoManip: Geometric Constraints as General Interfaces for Robot Manipulation,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2509.12379v1,Geometric Red-Teaming for Robotic Manipulation,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2506.03270v2,Grounded Vision-Language Interpreter for Integrated Task and Motion Planning,2025,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint;manipulation
arXiv,http://arxiv.org/abs/2506.00083v1,Hi-Dyna Graph: Hierarchical Dynamic Scene Graph for Robotic Autonomy in Human-Centric Environments,2025,arXiv,,,"all:""robot affordance"" AND all:""manipulation""",constraint
arXiv,http://arxiv.org/abs/2509.21020v2,Hybrid Task and Motion Planning with Reactive Collision Handling for Multi-Robot Disassembly of Complex Products: Application to EV Batteries,2025,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint;assembly;manipulation
arXiv,http://arxiv.org/abs/2505.10522v1,"Knowledge capture, adaptation and composition (KCAC): A framework for cross-task curriculum learning in robotic manipulation",2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation;causal
arXiv,http://arxiv.org/abs/2511.07727v1,LLM-GROP: Visually Grounded Robot Task and Motion Planning with Large Language Models,2025,arXiv,10.1177/02783649251378196,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2512.17062v1,Lang2Manip: A Tool for LLM-Based Symbolic-to-Geometric Planning for Manipulation,2025,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",support;constraint;manipulation
arXiv,http://arxiv.org/abs/2504.05552v2,Lazy-DaSH: Lazy Approach for Hypergraph-based Multi-robot Task and Motion Planning,2025,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint
arXiv,http://arxiv.org/abs/2512.23864v3,Learning to Feel the Future: DreamTacVLA for Contact-Rich Manipulation,2025,arXiv,,,"all:""contact-rich manipulation"" AND all:""reasoning""",contact;tactile;manipulation;physical
arXiv,http://arxiv.org/abs/2507.10543v5,MP1: MeanFlow Tames Policy Learning in 1-step for Robotic Manipulation,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2505.24382v1,MagicGripper: A Multimodal Sensor-Integrated Gripper for Contact-Rich Robotic Manipulation,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;contact;tactile;assembly;manipulation
arXiv,http://arxiv.org/abs/2508.02649v1,Manip4Care: Robotic Manipulation of Human Limbs for Solving Assistive Tasks,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2505.16517v2,ManipLVM-R1: Reinforcement Learning for Reasoning in Embodied Manipulation with Large Vision-Language Models,2025,arXiv,,,"all:""robot manipulation"" AND all:""physical reasoning""",constraint;manipulation;physical
arXiv,http://arxiv.org/abs/2505.03725v2,Meta-Optimization and Program Search using Language Models for Task and Motion Planning,2025,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2503.20384v2,MoLe-VLA: Dynamic Layer-skipping Vision Language Action Model via Mixture-of-Layers for Efficient Robot Manipulation,2025,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",manipulation;causal
arXiv,http://arxiv.org/abs/2508.11204v1,Multi-Group Equivariant Augmentation for Reinforcement Learning in Robot Manipulation,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2506.22034v1,Multi-Robot Assembly of Deformable Linear Objects Using Multi-Modal Perception,2025,arXiv,,,"all:""robot assembly"" AND all:""fixture""",fixture;contact;tactile;assembly
arXiv,http://arxiv.org/abs/2505.08949v1,Multi-step manipulation task and motion planning guided by video demonstration,2025,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",contact;manipulation
arXiv,http://arxiv.org/abs/2509.06233v1,O$^3$Afford: One-Shot 3D Object-to-Object Affordance Grounding for Generalizable Robotic Manipulation,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2501.03841v1,OmniManip: Towards General Robotic Manipulation via Object-Centric Interaction Primitives as Spatial Constraints,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2505.18792v1,On the Dual-Use Dilemma in Physical Reasoning and Force,2025,arXiv,,,"all:""contact-rich manipulation"" AND all:""reasoning""",contact;manipulation;physical
arXiv,http://arxiv.org/abs/2510.14065v1,Optimistic Reinforcement Learning-Based Skill Insertions for Task and Motion Planning,2025,arXiv,10.1109/LRA.2024.3398402,,"all:""task and motion planning"" AND all:""manipulation""",constraint;manipulation
arXiv,http://arxiv.org/abs/2506.23725v1,PAC Bench: Do Foundation Models Understand Prerequisites for Executing Manipulation Policies?,2025,arXiv,,,"all:""robot manipulation"" AND all:""physical reasoning""",constraint;manipulation;physical
arXiv,http://arxiv.org/abs/2507.04141v1,Pedestrian Intention Prediction via Vision-Language Foundation Models,2025,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",physical;causal
arXiv,http://arxiv.org/abs/2506.07062v1,Prime the search: Using large language models for guiding geometric task and motion planning by warm-starting tree search,2025,arXiv,10.1177/02783649251347307,,"all:""task and motion planning"" AND all:""manipulation""",broad robotics neighbor
arXiv,http://arxiv.org/abs/2510.12710v3,Reflection-Based Task Adaptation for Self-Improving VLA,2025,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",manipulation;causal
arXiv,http://arxiv.org/abs/2502.16707v1,Reflective Planning: Vision-Language Models for Multi-Stage Long-Horizon Robotic Manipulation,2025,arXiv,,,"all:""robot manipulation"" AND all:""physical reasoning""",manipulation;physical
arXiv,http://arxiv.org/abs/2507.12407v1,Regrasp Maps for Sequential Manipulation Planning,2025,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint;manipulation
arXiv,http://arxiv.org/abs/2503.14669v1,Reinforcement Learning-Based Neuroadaptive Control of Robotic Manipulators under Deferred Constraints,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint
arXiv,http://arxiv.org/abs/2501.06605v3,RoboHorizon: An LLM-Assisted Multi-View World Model for Long-Horizon Robotic Manipulation,2025,arXiv,,,"all:""robot world model"" AND all:""manipulation""",assembly;manipulation
arXiv,http://arxiv.org/abs/2506.19303v1,Robotic Perception with a Large Tactile-Vision-Language Model for Physical Property Inference,2025,arXiv,,,"all:""robot manipulation"" AND all:""physical reasoning""",tactile;manipulation;physical
arXiv,http://arxiv.org/abs/2509.19853v1,SAGE:State-Aware Guided End-to-End Policy for Multi-Stage Sequential Tasks via Hidden Markov Decision Process,2025,arXiv,,,"all:""robot manipulation"" AND all:""hidden state""",manipulation;hidden
arXiv,http://arxiv.org/abs/2503.10241v1,SCOOP: A Framework for Proactive Collaboration and Social Continual Learning through Natural Language Interaction andCausal Reasoning,2025,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",constraint;causal
arXiv,http://arxiv.org/abs/2512.05955v2,SIMPACT: Simulation-Enabled Action Planning using Vision-Language Models,2025,arXiv,,,"all:""robot manipulation"" AND all:""physical reasoning""",contact;manipulation;physical;causal
arXiv,http://arxiv.org/abs/2511.17649v3,SWITCH: Benchmarking Modeling and Handling of Tangible Interfaces in Long-horizon Embodied Scenarios,2025,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",constraint;physical;causal
arXiv,http://arxiv.org/abs/2503.00623v1,Safety-Critical Control for Robotic Manipulators using Collision Cone Control Barrier Functions,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint
arXiv,http://arxiv.org/abs/2511.22928v1,Seeing before Observable: Potential Risk Reasoning in Autonomous Driving via Vision Language Models,2025,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",causal
arXiv,http://arxiv.org/abs/2509.13815v1,Soft Regrasping Tool Inspired by Jamming Gripper,2025,arXiv,,,"all:""robot assembly"" AND all:""fixture""",fixture;constraint;assembly
arXiv,http://arxiv.org/abs/2503.10743v1,Spatial-Temporal Graph Diffusion Policy with Kinematic Modeling for Bimanual Robotic Manipulation,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation;physical
arXiv,http://arxiv.org/abs/2508.14099v1,Task and Motion Planning for Humanoid Loco-manipulation,2025,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint;contact;manipulation;physical
arXiv,http://arxiv.org/abs/2506.13762v1,Touch begins where vision ends: Generalizable policies for contact-rich manipulation,2025,arXiv,,,"all:""contact-rich manipulation"" AND all:""reasoning""",contact;tactile;manipulation
arXiv,http://arxiv.org/abs/2507.04789v1,Training-free Generation of Temporally Consistent Rewards from VLMs,2025,arXiv,,,"all:""robot manipulation"" AND all:""hidden state""",manipulation;hidden
arXiv,http://arxiv.org/abs/2504.16680v3,Uncertainty-Aware Robotic World Model Makes Offline Model-Based Reinforcement Learning Work on Real Robots,2025,arXiv,,,"all:""robot world model"" AND all:""manipulation""",manipulation;physical
arXiv,http://arxiv.org/abs/2510.09607v2,VITA-VLA: Efficiently Teaching Vision-Language Models to Act via Action Expert Distillation,2025,arXiv,,,"all:""robot manipulation"" AND all:""hidden state""",manipulation;physical;hidden
arXiv,http://arxiv.org/abs/2503.07135v2,VidBot: Learning Generalizable 3D Actions from In-the-Wild 2D Human Videos for Zero-Shot Robotic Manipulation,2025,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation;physical
arXiv,http://arxiv.org/abs/2507.05822v3,Video Event Reasoning and Prediction by Fusing World Knowledge from LLMs with Vision Foundation Models,2025,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",causal
arXiv,http://arxiv.org/abs/2509.22642v2,WoW: Towards a World omniscient World model Through Embodied Interaction,2025,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",physical;causal
Crossref,https://doi.org/10.21428/e2759450.0de13fd2,Causal Reasoning,2024,Open Encyclopedia of Cognitive Science,10.21428/e2759450.0de13fd2,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1093/oso/9780198823582.003.0008,Causal Reasoning,2024,Causal Inquiry in International Relations,10.1093/oso/9780198823582.003.0008,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.1142/9789811293993_0003,Causal Reasoning,2024,Advanced Artificial Intelligence,10.1142/9789811293993_0003,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.4324/9781003300007-12,Causal reasoning,2024,Recipes for Science,10.4324/9781003300007-12,0,causal physical reasoning robotics manipulation,causal
Crossref,https://doi.org/10.5220/0012268700003636,Conjugate Gradient for Latent Space Manipulation,2024,Proceedings of the 16th International Conference on Agents and Artificial Intelligence,10.5220/0012268700003636,0,robot manipulation latent state inference,manipulation
Crossref,https://doi.org/10.1109/iros58592.2024.10802307,Extending Task and Motion Planning with Feasibility Prediction: Towards Multi-Robot Manipulation Planning of Realistic Objects,2024,2024 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10.1109/iros58592.2024.10802307,0,task motion planning manipulation constraints,manipulation
Crossref,https://doi.org/10.1016/j.neucom.2024.127386,GAM: General affordance-based manipulation for contact-rich object disentangling tasks,2024,Neurocomputing,10.1016/j.neucom.2024.127386,0,contact rich manipulation physical reasoning,contact;manipulation
Crossref,https://doi.org/10.1109/icra57147.2024.10611031,Learning Interaction Constraints for Robot Manipulation via Set Correspondences,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),10.1109/icra57147.2024.10611031,0,hidden constraints robot manipulation,constraint;manipulation
Crossref,https://doi.org/10.34079/2226-2830-2024-15-40-123-133,MANIPULATION AND NLP: HIDDEN STRATEGIES IN POLITICAL COMMUNICATION,2024,Bulletin of Mariupol State University Series History Political Studies,10.34079/2226-2830-2024-15-40-123-133,0,tactile inference manipulation hidden state,manipulation;hidden
Crossref,https://doi.org/10.1039/d4ta07120d/v1/review3,"Review for ""Performance Enhancement of Triboelectric Nanogenerators and Exploration of Tactile Sensing using Electrospun PAN-MWCNT layer through Interface Manipulation""",2024,,10.1039/d4ta07120d/v1/review3,0,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.1039/d4ta07120d/v1/review1,"Review for ""Performance Enhancement of Triboelectric Nanogenerators and Exploration of Tactile Sensing using Electrospun PAN-MWCNT layer through Interface Manipulation""",2024,,10.1039/d4ta07120d/v1/review1,0,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.1039/d4ta07120d/v1/review2,"Review for ""Performance Enhancement of Triboelectric Nanogenerators and Exploration of Tactile Sensing using Electrospun PAN-MWCNT layer through Interface Manipulation""",2024,,10.1039/d4ta07120d/v1/review2,0,tactile inference manipulation hidden state,tactile;manipulation
Crossref,https://doi.org/10.1109/icarm62033.2024.10715919,Visual-Tactile Based Manipulation Control for Complex Robot Manipulation Process via Geometric and Contact State Modeling,2024,2024 International Conference on Advanced Robotics and Mechatronics (ICARM),10.1109/icarm62033.2024.10715919,0,tactile inference manipulation hidden state,contact;tactile;manipulation
arXiv,http://arxiv.org/abs/2404.02817v5,A Survey of Optimization-based Task and Motion Planning: From Classical To Learning Approaches,2024,arXiv,10.1109/TMECH.2024.3452509,,"all:""task and motion planning"" AND all:""manipulation""",contact;manipulation;physical
arXiv,http://arxiv.org/abs/2402.06018v1,"A versatile robotic hand with 3D perception, force sensing for autonomous manipulation",2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",tactile;assembly;manipulation
arXiv,http://arxiv.org/abs/2410.01212v1,Absolute State-wise Constrained Policy Optimization: High-Probability State-wise Constraints Satisfaction,2024,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2407.13694v1,Anticipatory Task and Motion Planning,2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2412.20451v2,CoA-VLA: Improving Vision-Language-Action Models via Visual-Textual Chain-of-Affordance,2024,arXiv,,,"all:""robot affordance"" AND all:""manipulation""",broad robotics neighbor
arXiv,http://arxiv.org/abs/2403.08248v1,CoPa: General Robotic Manipulation through Spatial Constraints of Parts with Foundation Models,2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint;manipulation;physical
arXiv,http://arxiv.org/abs/2406.00364v1,Cognitive Manipulation: Semi-supervised Visual Representation and Classroom-to-real Reinforcement Learning for Assembly in Semi-structured Environments,2024,arXiv,,,"all:""robot assembly"" AND all:""fixture""",fixture;support;contact;assembly;manipulation
arXiv,http://arxiv.org/abs/2409.14365v2,D3RoMa: Disparity Diffusion-based Depth Sensing for Material-Agnostic Robotic Manipulation,2024,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2411.11833v2,Differentiable GPU-Parallelized Task and Motion Planning,2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint;manipulation
arXiv,http://arxiv.org/abs/2412.14957v2,Dream to Manipulate: Compositional World Models Empowering Robot Imitation Learning with Imagination,2024,arXiv,,,"all:""robot world model"" AND all:""manipulation""",physical;causal
arXiv,http://arxiv.org/abs/2409.16385v1,Embedded IPC: Fast and Intersection-free Simulation in Reduced Subspace for Robot Manipulation,2024,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;contact;manipulation;physical
arXiv,http://arxiv.org/abs/2406.01384v3,Extending Structural Causal Models for Autonomous Vehicles to Simplify Temporal System Construction & Enable Dynamic Interactions Between Agents,2024,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",physical;causal
arXiv,http://arxiv.org/abs/2404.06645v1,GenCHiP: Generating Robot Policy Code for High-Precision and Contact-Rich Manipulation Tasks,2024,arXiv,,,"all:""contact-rich manipulation"" AND all:""reasoning""",constraint;contact;manipulation
arXiv,http://arxiv.org/abs/2402.05197v1,Geometric Slosh-Free Tracking for Robotic Manipulators,2024,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint
arXiv,http://arxiv.org/abs/2403.03890v1,Hierarchical Diffusion Policy for Kinematics-Aware Multi-Task Robotic Manipulation,2024,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2406.02885v2,Homotopic Path Set Planning for Robot Manipulation and Navigation,2024,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2410.16571v1,Implicit Contact Diffuser: Sequential Contact Reasoning with Latent Point Cloud Diffusion,2024,arXiv,,,"all:""contact-rich manipulation"" AND all:""reasoning""",contact;manipulation
arXiv,http://arxiv.org/abs/2405.03865v1,Information-driven Affordance Discovery for Efficient Robotic Manipulation,2024,arXiv,,,"all:""robot affordance"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2409.05586v2,Interpretable Responsibility Sharing as a Heuristic for Task and Motion Planning,2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",broad robotics neighbor
arXiv,http://arxiv.org/abs/2409.03439v1,KiloBot: A Programming Language for Deploying Perception-Guided Industrial Manipulators at Scale,2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2409.11863v2,LEMMo-Plan: LLM-Enhanced Learning from Multi-Modal Demonstration for Planning Sequential Contact-Rich Manipulation Tasks,2024,arXiv,,,"all:""contact-rich manipulation"" AND all:""reasoning""",contact;tactile;manipulation
arXiv,http://arxiv.org/abs/2412.07493v3,LLM-guided Task and Motion Planning using Knowledge-based Reasoning,2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2403.11552v3,LLM3:Large Language Model-based Task and Motion Planning with Motion Failure Reasoning,2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",physical
arXiv,http://arxiv.org/abs/2411.08027v3,LLMPhy: Parameter-Identifiable Physical Reasoning Combining Large Language Models and Physics Engines,2024,arXiv,,,"all:""robot manipulation"" AND all:""physical reasoning""",manipulation;physical
arXiv,http://arxiv.org/abs/2408.06843v5,Learn2Decompose: Learning Problem Decomposition for Efficient Sequential Multi-object Manipulation Planning,2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2410.17246v2,"Learning Precise, Contact-Rich Manipulation through Uncalibrated Tactile Skins",2024,arXiv,,,"all:""contact-rich manipulation"" AND all:""reasoning""",contact;tactile;manipulation;physical
arXiv,http://arxiv.org/abs/2404.16138v2,Logic Learning from Demonstrations for Multi-step Manipulation Tasks in Dynamic Environments,2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2406.01586v3,ManiCM: Real-time 3D Diffusion Policy via Consistency Model for Robotic Manipulation,2024,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2403.11289v2,ManipVQA: Injecting Robotic Affordance and Physically Grounded Information into Multi-Modal Large Language Models,2024,arXiv,,,"all:""robot affordance"" AND all:""manipulation""",manipulation;physical
arXiv,http://arxiv.org/abs/2409.14891v3,Observe Then Act: Asynchronous Active Vision-Action Model for Robotic Manipulation,2024,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2405.02794v2,Octopi: Object Property Reasoning with Large Tactile-Language Models,2024,arXiv,,,"all:""robot manipulation"" AND all:""physical reasoning""",tactile;manipulation;physical
arXiv,http://arxiv.org/abs/2411.08253v4,Open-World Task and Motion Planning via Vision-Language Model Generated Constraints,2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",constraint;manipulation
arXiv,http://arxiv.org/abs/2403.10454v2,Partially Observable Task and Motion Planning with Uncertainty and Risk Awareness,2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2402.15767v1,PhyPlan: Compositional and Adaptive Physical Task Reasoning with Physics-Informed Skill Networks for Robot Manipulators,2024,arXiv,,,"all:""robot manipulation"" AND all:""physical reasoning""",physical
arXiv,http://arxiv.org/abs/2406.00001v1,PhyPlan: Generalizable and Rapid Physical Task Planning with Physics Informed Skill Networks for Robot Manipulators,2024,arXiv,,,"all:""robot manipulation"" AND all:""physical reasoning""",physical
arXiv,http://arxiv.org/abs/2401.08022v3,Preprocessing-based Kinodynamic Motion Planning Framework for Intercepting Projectiles using a Robot Manipulator,2024,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint
arXiv,http://arxiv.org/abs/2403.19369v2,RAIL: Robot Affordance Imagination with Large Language Models,2024,arXiv,,,"all:""robot affordance"" AND all:""manipulation""",broad robotics neighbor
arXiv,http://arxiv.org/abs/2409.01652v2,ReKep: Spatio-Temporal Reasoning of Relational Keypoint Constraints for Robotic Manipulation,2024,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
arXiv,http://arxiv.org/abs/2411.16959v2,RoCoDA: Counterfactual Data Augmentation for Data-Efficient Robot Learning from Demonstrations,2024,arXiv,,,"all:""causal reasoning"" AND all:""robotics""",manipulation;causal
arXiv,http://arxiv.org/abs/2409.11518v1,Robot Manipulation in Salient Vision through Referring Image Segmentation and Geometric Constraints,2024,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",support;constraint;manipulation
arXiv,http://arxiv.org/abs/2410.18065v1,"SPIRE: Synergistic Planning, Imitation, and Reinforcement Learning for Long-Horizon Manipulation",2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",contact;manipulation
arXiv,http://arxiv.org/abs/2407.12887v1,Self-Adaptive Robust Motion Planning for High DoF Robot Manipulator using Deep MPC,2024,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint
arXiv,http://arxiv.org/abs/2405.02053v1,Solving Sequential Manipulation Puzzles by Finding Easier Subproblems,2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",manipulation
arXiv,http://arxiv.org/abs/2409.11047v2,TacDiffusion: Force-domain Diffusion Policy for Precise Tactile Manipulation,2024,arXiv,,,"all:""tactile manipulation"" AND all:""inference""",tactile;assembly;manipulation
arXiv,http://arxiv.org/abs/2403.08094v2,Task and Motion Planning in Hierarchical 3D Scene Graphs,2024,arXiv,,,"all:""task and motion planning"" AND all:""manipulation""",broad robotics neighbor
arXiv,http://arxiv.org/abs/2405.01772v4,Unconstraining Multi-Robot Manipulation: Enabling Arbitrary Constraints in ECBS with Bounded Sub-Optimality,2024,arXiv,,,"all:""robot manipulation"" AND all:""constraints""",constraint;manipulation
